CODIGO,MATERIA,REPETICION
103421021263,Gráfica Digital - Autoedición (L),2
103419020167,Gráfica Digital - Autoedición (L),2
103418020097,Gráfica Digital - Interfases Multimedias (L),1
103414021526,Gráfica Digital - Interfases Multimedias (L),1
103419020167,Historia del Diseño en Países Industrializados,1
103422020028,Historiografía del Diseño,1
103422020049,Historiografía del Diseño,1
103420010372,Historiografía del Diseño,2
103415020836,Ilustración,2
103416011285,Ilustración,3
103420010385,Introducción a la Gráfica Digital (L),2
103423010100,Introducción a la Gráfica Digital (L),1
103422020028,Lectura y Escritura,1
103423010074,Lectura y Escritura,1
103418011297,Metodología 1 - Fundamentos de la Investigación,1
103416020624,Metodología 1 - Fundamentos de la Investigación,1
103422020048,Procesos de Impresión (L),1
103420010385,Procesos de Impresión (L),2
103421010048,Procesos de Impresión (L),2
103421010035,Proyecto Empresarial 1,1
103418010653,Proyecto Empresarial 1,1
103419020152,Proyecto Empresarial 1,1
103414011523,Proyecto Empresarial 2,1
103415013003,Proyecto Empresarial 2,2
103418011297,Semiotica 1 - Fundamentos Teóricos,1
103421021263,Semiotica 1 - Fundamentos Teóricos,1
103419020167,Semiotica 1 - Fundamentos Teóricos,1
103419010468,Semiótica 2 - Semióticas de las Imagenes Visuales,2
103414011523,Semiótica 2 - Semióticas de las Imagenes Visuales,1
103421020038,Semiótica 2 - Semióticas de las Imagenes Visuales,1
103420010402,Taller de Diseño de Información,1
103416020624,Taller de Diseño de Información,1
103419020147,Taller de Diseño de Información,2
103420010390,Taller de Diseño de Información,1
103420010374,Taller de Diseño de Información,1
103420010380,Taller de Diseño de Información,2
34031118,Taller de Diseño de Información,3
34972025,Taller de Diseño Estratégico,1
103422020042,Taller 1,2
103423010083,Taller 1,1
103421020034,Taller 1,1
103423010093,Taller 1,1
103423010081,Taller 1,1
103420010372,Taller 1,2
103423010084,Taller 1,1
103423010080,Taller 1,1
103423010095,Taller 1,1
103421021262,Taller 2,2
103421021263,Taller 2,1
103419020144,Taller 2,1
103421010048,Taller 2,1
103421020049,Taller 3,1
103422010065,Taller 3,1
103421021261,Taller 3,1
103422010060,Taller 3,1
103421010046,Taller 3,1
103413010721,Taller 4,1
104415010599,Cálculo II,2
104415010638,Cálculo II,1
104418010400,Cálculo II,1
104420010655,Cálculo II,1
104416010723,Cálculo II,1
104419010504,Cálculo II,1
104417010651,Cálculo II,1
104418011146,Econometría II,1
104416010690,Econometría II,2
104417011293,Econometría II,1
104415010609,Econometría II,2
104419010514,Economía Ambiental,1
104418010400,Economía Ambiental,1
104414010600,Economia Internacional,1
104421020277,Estadística I,2
104419010535,Estadística I,2
104416010225,Estadística I,3
104418010116,Estadística I,1
104419010497,Estadística I,1
104419010504,Estadística I,1
104420010684,Estadística I,2
104421020290,Estadística I,1
104421020287,Estadística I,1
104421020301,Estadística I,2
104420010684,Ética Fish,1
104415010635,Ética Fish,3
104419010497,Filosofía de la Ciencia,1
104420010681,Filosofía de la Ciencia,1
104420010684,Gestión Financiera I,2
104422020300,Gestión Financiera I,1
104419010502,Historia  Económica Colombiana II,1
104417011293,Historia  Económica Colombiana II,1
104422020280,Historia  Económica General,1
104422020298,Historia  Económica General,1
104422020278,Historia  Económica General,1
104417011579,Introducción A la Economía,2
104422020278,Introducción A la Economía,1
104420010684,Introducción A la Economía,1
104422020295,Introducción A la Economía,1
104421020277,Matemáticas I,3
104422020267,Matemáticas I,2
104422020266,Matemáticas I,1
104422020270,Matemáticas I,1
104422020278,Matemáticas I,1
104422020290,Matemáticas I,2
104422020300,Matemáticas I,2
104420010687,Microeconomía II,1
104420010649,Técnicas de Medición Económica,1
104419010534,Técnicas de Medición Económica,1
104415010635,Teoría del Desarrollo Regional,2
104416010225,Teoría Económica Marxista,3
104421020284,Teoría Económica Marxista,1
104420010684,Teoría Económica Marxista,2
104421020301,Teoría Económica Marxista,1
104419010535,Teoría Económica Neoclásica,1
104421020280,Teoría Económica Neoclásica,1
104416010225,Teoría Económica Neoclásica,1
104421020292,Teoría Económica Neoclásica,1
104421020284,Teoría Económica Neoclásica,1
104418010126,Teoría Económica Neoclásica,1
104420010684,Teoría Económica Neoclásica,2
104421020287,Teoría Económica Neoclásica,1
104421020301,Teoría Económica Neoclásica,1
104420010687,Teoría Macroeconómica I,1
104420010674,Teoría Macroeconómica I,1
104420010664,Teoría Macroeconómica I,1
104419010534,Teoría Macroeconómica I,1
104418010126,Teoría Macroeconómica I,2
100322010419,Cuidado Cultural de la Salud,1
100322010439,Cuidado Cultural de la Salud,1
100320010713,Cuidado de Enfermería al Adulto y Anciano I,1
100321010381,Cuidado de Enfermería al Adulto y Anciano I,1
100320010719,Cuidado de Enfermería al Adulto y Anciano I,1
100320010723,Cuidado de Enfermería al Adulto y Anciano I,1
100321010387,Cuidado de Enfermería al Adulto y Anciano I,1
100320010721,Cuidado de Enfermería al Adulto y Anciano I,1
100320010688,Cuidado de Enfermería al Adulto y Anciano I,1
100321010373,Cuidado de Enfermería al Adulto y Anciano I,1
100319010568,Cuidado de Enfermería al Adulto y Anciano I,1
100320010722,Cuidado de Enfermería al Adulto y Anciano I,1
100321010383,Cuidado de Enfermería al Adulto y Anciano I,1
100321010401,Cuidado de Enfermería al Adulto y Anciano I,1
100320010717,Cuidado de Enfermería al Adulto y Anciano I,1
100320010711,Cuidado de Enfermería al Adulto y Anciano I,1
100319020448,Cuidado de Enfermería al Adulto y Anciano I,1
100319020470,Cuidado de Enfermería al Adulto y Anciano I,1
100319010545,Cuidado de Enfermería al Adulto y Anciano I,1
100320010690,Cuidado de Enfermería en Salud Comunitaria y Familiar,1
100319020470,Epidemiología,1
100318021494,Farmacología,1
100321010390,Farmacología,1
03102561,Farmacología,1
200317021790,Farmacología,2
100322010427,Fisiología (L),1
100322020332,Fisiología (L),1
100321020347,Fisiología (L),1
100322020318,Fisiología (L),1
100322020340,Fisiología (L),1
100321010398,Fisiología (L),2
100321020347,Morfología (L),1
100322010427,Psicología Evolutiva,1
100322010437,Psicología Evolutiva,1
101021010522,Aristóteles,1
101019020623,Aristóteles,1
101019020596,Autor Contemporáneo I,1
101015020783,Autor Contemporáneo I,1
101017020398,Autor Contemporaneo II,2
101018020383,Electiva I,1
101016020428,Electiva I,2
101017020685,Electiva I,1
101016021734,Electiva II,1
101017020398,Electiva II,1
101017020398,Electiva III,1
101022010588,Empirismo Y Racionalismo,1
101022010578,Epistemología,1
101022010589,Epistemología,1
101022010584,Epistemología,1
101021010544,Filosofía Ciencias Naturales Y Sociales,1
101022010588,Filosofía Ciencias Naturales Y Sociales,1
101022010597,Filosofía Ciencias Naturales Y Sociales,1
101021010522,Filosofía en Colombia,1
101019020623,Filosofía en Colombia,1
101022010596,Filosofía en Colombia,1
101018021364,Filosofía en Colombia,3
101016021723,"Filosofía Moral, Ética y del Derecho",2
101021010544,"Filosofía Moral, Ética y del Derecho",1
101019020624,Hegel,1
101018021364,Hegel,3
101018021364,Kant,1
101018020381,Lógica,1
101018021364,Patrística y Escolástica,1
101019020623,Pensamiento Filosófico En América Latina I,1
101022010588,Pensamiento Filosófico En América Latina II,1
101022010597,Pensamiento Filosófico En América Latina II,1
101018020383,Seminario I: Problematización,1
101018021363,Seminario I: Problematización,2
101019020599,Seminario I: Problematización,1
101017020685,Seminario I: Problematización,1
101018020383,Seminario II Problematización,1
101017020934,Seminario II Problematización,1
101019020608,Seminario II Problematización,1
101017020685,Seminario II Problematización,2
101018020399,Seminario III Problematización,2
104513010097,Aristóteles,1
104519010613,Autor Contemporáneo I,1
104519010598,Autor Contemporáneo I,1
104514011339,Autor Contemporáneo I,1
104519010605,Autor Contemporáneo I,1
104520010899,Electiva I,1
104519010607,Electiva I,2
45052071,Empirismo Y Racionalismo,1
104519010598,Empirismo Y Racionalismo,2
104521020530,Ética Fish,1
104519010598,Filosofía Ciencias Naturales Y Sociales,3
104519010605,Filosofía Ciencias Naturales Y Sociales,3
104520010896,Filosofía Ciencias Naturales Y Sociales,3
45072035,Filosofía Ciencias Naturales Y Sociales,1
104519010598,Filosofía en Colombia,3
104518011617,"Filosofía, Estética y Cultura",2
104519010605,"Filosofía, Estética y Cultura",1
45072026,"Filosofía, Estética y Cultura",1
104519010607,"Filosofía, Estética y Cultura",1
104519010598,"Filosofía Moral, Ética y del Derecho",2
104519010607,Hegel,2
104520010896,Kant,3
104514011333,Kant,1
104522020512,Lectura y Escritura,1
104522020512,Lógica,1
104519010605,Nietzsche,1
104517011508,Pensamiento Filosófico En América Latina I,1
104520010896,Pensamiento Filosófico En América Latina II,1
104514011333,Pensamiento Filosófico En América Latina II,1
104519010598,Platón,2
104513011015,Seminario III Problematización,1
104513010097,Seminario III Problematización,1
104022020364,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020363,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020371,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020365,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020345,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020369,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020380,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020370,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020346,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020373,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020357,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104022020359,Anatomía Funcional y Clínica del Sistema Musculoesqueletico (L),1
104023011525,Biofísica,1
104023011511,Biofísica,1
104023011508,Biología Celular y Molecular (L),1
104023011525,Biología Celular y Molecular (L),1
104023011511,Biología Celular y Molecular (L),1
104023011518,Biología Celular y Molecular (L),1
104023011531,Biología Celular y Molecular (L),1
104021010428,Bioquímica Básica,2
104020010734,Bioquímica Básica,1
104021020366,Bioquímica Básica,1
104021020372,Demografía y Estadística,1
104022020346,Demografía y Estadística,1
104021020366,Demografía y Estadística,1
104021020366,Electiva de Investigacion,1
104021011656,Ética Fish,1
104018020802,Evaluación y diagnóstico en Fisioterapia Cardiopulmonar I (L),1
104015021615,Evaluación y Diagnóstico en Fisioterapia Cardiopulmonar II (L),1
104018010827,Evaluación y diagnóstico en Fisioterapia Neurológica I (L),1
104021020370,Evaluación y diagnóstico en Fisioterapia Neurológica I (L),1
104021020369,Evaluación y diagnóstico en Fisioterapia Neurológica I (L),1
104018020777,Evaluación y Diagnóstico en Fisioterapia Neurológica II (L),1
104017011640,Evaluación y Diagnóstico en Fisioterapia Neurológica II (L),1
104021011655,Evaluación y Diagnóstico en Fisioterapia Osteomuscular II (L),1
104018020777,Evaluación y Diagnóstico en Fisioterapia Osteomuscular II (L),1
104020010761,Evaluación y Diagnóstico en Fisioterapia Osteomuscular II (L),1
104021010428,Fisiología General y de Sistemas (L),1
104021020373,Fisiología General y de Sistemas (L),1
104021011656,Fisiología General y de Sistemas (L),2
104022010478,Fisiología General y de Sistemas (L),1
104021020364,Fisiología General y de Sistemas (L),1
104022010470,Fisiología General y de Sistemas (L),1
104021010429,Formación Ciudadana - Flexible,1
104011023800,Fundamentos de comunidad y trabajo ,1
104011010812,Fundamentos de Investigación Cuantitativa,1
104014020698,Fundamentos de Investigación Cuantitativa,1
104022020360,Lógica Argumentativa,1
104018021399,Modalidades Físicas (L),1
104017020455,Modalidades Físicas (L),1
104022020360,Morfología General y de Sistemas (L),1
104022020364,Morfología General y de Sistemas (L),1
104022020371,Morfología General y de Sistemas (L),1
104022020365,Morfología General y de Sistemas (L),1
104022020380,Morfología General y de Sistemas (L),1
104022020346,Morfología General y de Sistemas (L),1
104022020373,Morfología General y de Sistemas (L),1
104022020357,Morfología General y de Sistemas (L),1
104021020366,Morfología General y de Sistemas (L),3
104021020353,Neuroanatomía  Funcional y Clínica (L),1
104022020378,Neuroanatomía  Funcional y Clínica (L),1
104022020364,Neuroanatomía  Funcional y Clínica (L),1
104022020371,Neuroanatomía  Funcional y Clínica (L),1
104022020365,Neuroanatomía  Funcional y Clínica (L),1
104022020380,Neuroanatomía  Funcional y Clínica (L),1
104022020354,Neuroanatomía  Funcional y Clínica (L),1
104021010440,Neuroanatomía  Funcional y Clínica (L),3
104022020370,Neuroanatomía  Funcional y Clínica (L),1
104022020346,Neuroanatomía  Funcional y Clínica (L),1
104022020357,Neuroanatomía  Funcional y Clínica (L),1
104022020359,Neuroanatomía  Funcional y Clínica (L),1
104020010738,Psicología y Psicopatología,1
104018021399,Técnicas de Facilitación (L),1
104015021615,Técnicas Manuales en Fisioterapia (L),1
104020010745,Técnicas Manuales en Fisioterapia (L),1
104020010732,Técnicas Manuales en Fisioterapia (L),1
104117011011,Audiología  ,2
104117011500,Audiología  ,1
104118020829,Audiología  ,2
104123011551,Biología Celular y Molecular  (L),1
104121010464,Desarrollo Lenguaje,1
104121020397,Desarrollo Lenguaje,1
104119020549,Educación Musical,1
104118010546,Ética Fish,1
104117011011,Etica Profesional,1
104122010515,Física  ,1
104122010515,Genética (L),1
104122020394,Genética (L),1
104122020395,Genética (L),1
104122020405,Genética (L),1
104117011500,Habla,2
104118020829,Habla,1
104119010656,Introducción A  Fonoaudiología,1
104122010515,Morfología (L),1
104122020419,Morfología (L),1
104122010506,Morfología (L),1
104122020417,Morfología (L),1
104122020394,Morfología (L),1
104122020395,Morfología (L),1
104122020405,Morfología (L),1
104121020404,Neuropsicología,1
104122010526,Neuropsicología,1
104117011500,Otología,2
104121010464,Patología Comunicativa Adultos,1
104117011500,Práctica Inductiva II  ,1
104118010484,Práctica Integral I (L),1
104118010545,Práctica Integral I (L),1
104118011489,Práctica Integral I (L),1
104119020549,Problemas de Aprendizaje,1
104121020415,Psicopatología,1
104122020405,Semántica y Sintaxis,1
103519020643,Antropología,1
103521010568,Antropología,1
103521011642,Antropología,1
103522010621,Cartografía Temática,1
103522010608,Cartografía Temática,1
103521010566,Cartografía Temática,1
103519020643,Cartografía Temática,2
103522010614,Cartografía Temática,1
103522010621,Climatología Tropical,1
103522010608,Climatología Tropical,1
103522010614,Climatología Tropical,1
103517021374,Climatología Tropical,1
103516021448,Estadística,1
103515020410,Estadística,3
103516010833,Estadística,1
103521011642,Estadística,1
103519020636,Formulación y  Evaluación de Proyectos I,1
103519020652,Formulación y  Evaluación de Proyectos I,1
103517020366,Geográfia Económica y Teoría Locacional,1
103516021785,Geográfia Económica y Teoría Locacional,2
103519020643,Geográfia Económica y Teoría Locacional,1
103516021785,Geografía Física de Colombia,1
103516010428,Geografía Física de Colombia,1
103518021365,Geografía Física de Colombia,1
103522010608,Métodos de Investigación Geográfica,1
103518020434,Microeconomía,1
103518020411,Planificación Estratégica,1
103518020407,Planificación Estratégica,1
103515020410,Problemas Regionales y Ambientales,3
103516010428,Problemas Regionales y Ambientales,1
103521011642,Problemas Regionales y Ambientales,1
103519020643,Seminario Sobre Impacto Ambiental Obras Civiles,1
103519020651,Seminario Sobre Impacto Ambiental Obras Civiles,1
103522010621,Sociologia General,1
103522010608,Sociologia General,1
103516010833,Sociologia General,2
100520011585,Administración de Empresas,1
100521021014,Economía,1
100518011323,Electiva II - Área de Profundización,1
100518010839,Electiva II - Área de Profundización,1
100522021104,Equipos I,1
100522021106,Equipos I,1
100520011586,Equipos I,2
100522021101,Equipos I,1
100522021108,Equipos I,2
100522021091,Equipos I,1
100521021006,Equipos I,2
100520011591,Equipos II,1
100521020993,Equipos II,1
100517011313,Equipos II,1
100520011586,Estadística,2
100520011600,Estadística,1
100519010716,Estadística,1
100521021014,Estadística,1
100521021009,Estadística,1
100520011601,Estadística,1
100515013217,Ética Fish,1
100517012048,Exploración de Suelos y Pavimentos,1
100516010613,Física de Fluidos,1
100521020999,Física de Fluidos,1
100521021007,Física de Fluidos,1
100518010474,Física de Fluidos,1
100518010839,Física de Fluidos,3
100519010704,Física de Fluidos,2
100517011248,Física de Fluidos,1
100517011803,Gestión de la Calidad,1
100520011586,Introducción Al Cálculo,2
100519010716,Introducción Al Cálculo,1
100520011591,Introducción Al Cálculo,1
100521021014,Introducción Al Cálculo,2
100521021018,Introducción Al Cálculo,2
100517011313,Introducción Al Cálculo,2
100521021006,Introducción Al Cálculo,2
100518010839,Laboratorio de Física de Fluidos,3
100521021006,Laboratorio de Física de Fluidos,1
100521021005,Laboratorio de Materiales II,1
100517012048,Laboratorio de Materiales II,1
100522021108,Laboratorio de Metrología,1
100522021091,Laboratorio de Metrología,1
100520011586,Laboratorio Química General,1
100522021094,Matemáticas Generales,2
100517011803,Matemáticas Generales,3
100522021091,Matemáticas Generales,2
100521021015,Materiales 2 (Concreto),1
100519010716,Materiales 2 (Concreto),2
100521021016,Materiales 2 (Concreto),1
100521021014,Materiales 2 (Concreto),1
100521021009,Materiales 2 (Concreto),1
100521020993,Materiales 2 (Concreto),1
100520011589,Materiales 2 (Concreto),1
100522021097,Mecánica,1
100522021104,Mecánica,1
100522021106,Mecánica,1
100520011586,Mecánica,2
100522021095,Mecánica,1
100513010686,Mecánica,1
100522021108,Mecánica,1
100521021014,Mecánica,2
100521020996,Mecánica de Suelos,2
100521021015,Mecánica de Suelos,2
100521020999,Mecánica de Suelos,2
100519010716,Mecánica de Suelos,2
100521021016,Mecánica de Suelos,2
100521021007,Mecánica de Suelos,2
100521021008,Mecánica de Suelos,1
100519010704,Mecánica de Suelos,3
100517012048,Mecánica de Suelos,2
100521020993,Mecánica de Suelos,2
100513010686,Metrología,1
100521021005,Metrología,2
100521021006,Metrología,2
100518011331,Practica Investigativa II,1
100518011486,Programación,1
100520011600,Programación,1
100519010716,Programación,2
100521021014,Programación,1
100521021005,Programación,1
100520011601,Programación,1
100520011594,Programación,2
100515013217,Química General,3
100513010686,Química General,2
100521021008,Química General,2
100521021018,Química General,1
100522021091,Química General,1
100521021006,Química General,1
102419010748,Comprensiones Sobre Región,1
102421010617,Conocimiento Histórico,1
102420010938,Conocimiento Histórico,1
102420010956,Ética,1
102420010950,Historia y Economía,1
102419010748,Historiografía Latinoamericana,1
102419010748,Hitoria y Discursos,1
102420010950,Naciones y Regiones en Colombia I,1
102419010726,Naciones y Regiones en Colombia I,2
102420010932,Republicanismo y Liberalismo en América Latina I,1
102420010950,Republicanismo y Liberalismo en América Latina I,2
102419010726,Republicanismo y Liberalismo en América Latina I,1
102415013421,Seminario de Investigación,1
102413010650,Seminario de Investigación,2
68101046,Seminario de Investigación,2
102419010739,Taller de Radio II,1
102419010748,Taller de Realización Audiovisual I,1
102420010956,Taller del Historiador II,1
102418011145,Taller del Historiador II,1
102419010738,Taller del Historiador II,1
103222020103,Algebra Lineal.,1
103223010164,Algebra Lineal.,1
103222020089,Algebra Lineal.,1
103222020090,Algebra Lineal.,1
103222010203,Algebra Lineal.,1
103222011623,Algebra Lineal.,1
103222010207,Algebra Lineal.,1
103222010217,Algebra Lineal.,1
103223010143,Algebra Lineal.,1
103223011623,Algebra Lineal.,1
103223010141,Algebra Lineal.,1
103222010186,Algebra Lineal.,1
103222010199,Algebra Lineal.,2
103223010151,Algebra Lineal.,1
103223010152,Algebra Lineal.,1
103222010218,Algebra Lineal.,3
103223010153,Álgebra Lineal,1
103223010145,Álgebra Lineal,1
103218010562,Balance de Materia y Energía.,1
103222010203,Balance de Materia y Energía.,1
103221010119,Balance de Materia y Energía.,2
103222010216,Balance de Materia y Energía.,1
103217012417,Balance de Materia y Energía.,1
103221020091,Balance de Materia y Energía.,1
103217020566,Balance de Materia y Energía.,1
103222010194,Balance de Materia y Energía.,1
103219020199,Balance de Materia y Energía.,1
103221010120,Biometría.,1
103222010183,Biometría.,1
103219010795,Biometría.,1
103221010095,Bioquímica Básica.,1
103221010105,Bioquímica Básica.,1
103221011688,Bioquímica Básica.,1
103220010416,Bioquímica Básica.,1
103221011690,Bioquímica Básica.,1
103220010423,Biotecnología,1
103220010431,Biotecnología,1
103218011014,Biotecnología,1
103218010820,Biotecnología,1
103217012464,Biotecnología,1
103216021288,Biotecnología,2
103215021104,Biotecnología,1
103219010782,Biotecnología,1
103222010186,Cálculo I,3
103222010217,Cálculo 1,3
103223011623,Cálculo 1,1
103222020124,Cálculo 1,2
103222020101,Cálculo 1,2
103222010210,Cálculo 1,3
103222010218,Cálculo 1,3
103222020090,Cálculo 2,1
103222011623,Cálculo 2,2
103220010438,Cálculo 2,3
103222010207,Cálculo 2,1
103222020121,Cálculo 2,1
103221010103,Ciencias Pecuarias y Posprodución.,1
103218011628,Comercio Internacional.,1
103217012460,Comercio Internacional.,2
103216020557,Comercio Internacional.,1
103216020550,Comercio Internacional.,1
103217012452,Comercio Internacional.,1
103217011876,Diseño de Instalaciones Industriales.,1
103217012456,Diseño de Instalaciones Industriales.,1
103218011123,Diseño de Instalaciones Industriales.,1
103218011126,Diseño de Instalaciones Industriales.,1
103217012460,Diseño de Instalaciones Industriales.,1
103216020557,Diseño de Instalaciones Industriales.,2
103213020183,Diseño de Instalaciones Industriales.,1
103219010810,Diseño de Instalaciones Industriales.,1
103217012435,Diseño y Análisis de Experimentos.,2
103215013237,Diseño y Análisis de Experimentos.,3
103221010118,Ecuaciones diferenciales ,1
103221010108,Ecuaciones diferenciales ,1
103217012417,Ecuaciones diferenciales ,3
103218010607,Electiva Fish- Responsabilidad social y liderazgo,3
103216021288,Fenómenos de Transporte. ,2
103221010095,Física de Fluidos. ,1
103217012450,Física de Fluidos. ,3
103218010562,Física de Fluidos. ,1
103221010121,Física de Fluidos. ,1
103215021388,Física de Fluidos. ,1
103220010428,Física de Fluidos. ,1
103221020075,Física de Fluidos. ,1
103219010797,Física de Fluidos. ,1
103217012417,Física de Fluidos. ,1
103221020090,Física de Fluidos. ,1
103217020566,Física de Fluidos. ,1
103219010795,Física de Fluidos. ,1
103217012474,Formulación y Evaluación de Proyectos.,1
103217012460,Formulación y Evaluación de Proyectos.,1
103217012439,Formulación y Evaluación de Proyectos.,1
103219010788,Fundamentos de Administración y Economía.,1
103222020092,Gestión Ambiental.,1
103218010926,Gestión de la Calidad.,1
103219020235,Gestión Logística.,1
32091293,Gestión Logística.,3
103219020202,Gestión Logística.,1
103212011599,Gestión Logística.,2
103216020550,Gestión Logística.,1
103219010793,Gestión Logística.,1
103217012464,Gestión Logística.,1
103217012473,Gestión Logística.,1
103219010813,Gestión Logística.,1
103213010581,Ingeniería de Métodos y Tiempos.,2
103219010783,Ingeniería de Métodos y Tiempos.,1
103219010813,Ingeniería de Métodos y Tiempos.,1
103215021104,Ingeniería de Métodos y Tiempos.,1
103217011837,Ingeniería de Procesos.,1
103215021410,Ingeniería de Procesos.,1
103217012474,Ingeniería Financiera.,1
103217020523,Ingeniería Financiera.,1
103217012460,Ingeniería Financiera.,2
103217020605,Ingeniería Financiera.,1
103218010455,Ingeniería Financiera.,1
103218010174,Ingeniería Financiera.,1
103217012452,Ingeniería Financiera.,1
103218020168,Ingeniería Financiera.,1
103222020092,Mecánica,1
103222010220,Mecánica,1
103222010185,Mecánica,2
103222010188,Mecánica,1
103222020127,Mecánica,1
103222020090,Mecánica,1
103220010438,Mecánica,3
103222010207,Mecánica,1
103221010108,Mecánica,3
103222020125,Mecánica,1
103222010200,Mecánica,2
103222020105,Mecánica,1
103222020110,Mecánica,1
103222010221,Mecánica,1
103222010189,Mecánica,1
103222020121,Mecánica,1
103222020112,Mecánica,1
103221010108,Metodología de la Investigación.,1
103220010426,Microbiología Básica.,1
103223010132,Microbiología Básica.,1
103218010562,Microbiología Básica.,2
103221010119,Microbiología Básica.,2
103221010108,Microbiología Básica.,1
103221020089,Microbiología Básica.,1
103219010783,Microbiología Básica.,2
103220010430,Microbiología Básica.,1
103217011837,Operaciones de Transferencia de Calor.,1
103216011646,Operaciones de Transferencia de Calor.,1
103217012460,Operaciones de Transferencia de Calor.,2
103215013232,Operaciones de Transferencia de Calor.,1
103218010455,Operaciones de Transferencia de Calor.,1
32091293,Operaciones de Transferencia de Calor.,2
103215021410,Operaciones de Transferencia de Calor.,1
103217012462,Operaciones de Transferencia de Calor.,1
103216021288,Operaciones de Transferencia de Calor.,2
103217012465,Operaciones de Transferencia de Masa.,1
103213010581,Procesos Agroindustriales 1.,1
103217012465,Procesos Agroindustriales 1.,1
103217012474,Procesos Agroindustriales 1.,1
103217020601,Procesos Agroindustriales 1.,1
103219010802,Procesos Agroindustriales 2.,1
103218010609,Procesos Agroindustriales 2.,1
103217012456,Procesos Agroindustriales 3,1
103216010311,Procesos Agroindustriales 3,2
103219010782,Química Analítica Básica,1
103223010150,Química Básica.,1
103223010153,Química Básica.,1
103223010145,Química Básica.,1
103222020089,Química Orgánica Básica. ,1
103222010208,Química Orgánica Básica. ,1
103222020127,Química Orgánica Básica. ,1
103222010217,Química Orgánica Básica. ,2
103222020124,Química Orgánica Básica. ,1
103222020101,Química Orgánica Básica. ,1
103222010189,Química Orgánica Básica. ,1
103222010186,Química Orgánica Básica. ,2
103219010795,Química Orgánica Básica. ,1
103217011876,Salud Ocupacional.,2
103217012442,Salud Ocupacional.,2
103215021192,Salud Ocupacional.,1
103213010581,Seguridad Alimentaria.,1
103217012442,Seguridad Alimentaria.,2
103218011014,Seguridad Alimentaria.,1
103216021748,Seguridad Alimentaria.,1
103222010183,Seguridad Alimentaria.,1
103213010581,Termodinámica.,1
103217012450,Termodinámica.,3
103218011014,Termodinámica.,2
103218011529,Termodinámica.,1
100422010243,Algebra Lineal,1
100422021388,Algebra Lineal,1
100423010173,Algebra Lineal,1
100421010143,Algebra Lineal,2
100421010136,Algebra Lineal,2
100423010177,Algebra Lineal,1
100423010179,Algebra Lineal,1
100420010462,Análisis de materiales agroindustriales,1
100417010633,Artes plásticas lúdicas,1
100418020104,Balance de materia y energía,3
100421011693,Biometría,1
100421020138,Biometría,1
100421020117,Biometría,1
100421011694,Biometría,1
100419010754,Biotecnología,1
100423010188,Cálculo I,1
100423010173,Cálculo I,1
100421010136,Cálculo I,2
100423010177,Cálculo I,1
100421020129,Cálculo II,1
100421020143,Cálculo II,1
100421010140,Cálculo II,1
100421020134,Cálculo II,2
100421020117,Cálculo II,2
100422010244,Cálculo II,2
100422021411,Cálculo II,1
100422010235,Cálculo II,1
100422010237,Cálculo II,1
100421020123,Cálculo II,2
100421020136,Cálculo II,3
100419020260,Cálculo II,1
100421020138,Ciencias  pecuarias y posproducción,1
100418020130,Diseño de instalaciones industriales,1
100417011948,Diseño de instalaciones industriales,2
100418011448,Diseño de instalaciones industriales,1
100416011012,Diseño de instalaciones industriales,1
103217012414,Diseño y análisis de experimentos,1
100418011458,Diseño y análisis de experimentos,1
100417012404,Diseño y análisis de experimentos,1
100421010145,Ecuaciones diferenciales,1
100421021268,Ecuaciones diferenciales,1
100417010633,Electiva FISH - Formación ciudadana.,1
103217012414,"Empaque, envase y embalaje",1
100421010136,Etica,3
100422021409,Gestión Ambiental,1
100422010243,Gestión Ambiental,1
100422021403,Gestión Ambiental,1
100421010140,Gestión Ambiental,1
100422010224,Gestión Ambiental,1
100421010137,Gestión Ambiental,1
100422010235,Gestión Ambiental,1
100421020128,Gestión Ambiental,1
100421020136,Gestión Ambiental,3
100422010242,Gestión Ambiental,2
100422021407,Gestión Ambiental,1
100417011948,Gestión de la calidad,2
100418020127,Gestión de la calidad,1
100418020119,Gestión de la calidad,1
100418011446,Gestión de la calidad,1
100417012404,Gestión de la calidad,2
100419010772,Gestión logística,1
100417011760,Ingeniería de métodos y tiempos,2
100417012404,Ingeniería de métodos y tiempos,3
100419010755,Ingeniería de procesos,1
100421010136,Lectura y Escritura,1
100421020129,Mecánica,1
100422010252,Mecánica,1
100421020143,Mecánica,1
100421020138,Mecánica,3
100422010224,Mecánica,1
100421020117,Mecánica,1
100421010143,Mecánica,1
100422010238,Mecánica,1
